"Date","Price","Open","High","Low","Change %"
"04/29/2019","93.089","93.089","93.089","93.089","-0.42%"
"04/26/2019","93.477","93.477","93.477","93.477","0.21%"
"04/25/2019","93.282","93.282","93.282","93.282","-0.07%"
"04/24/2019","93.348","93.348","93.348","93.348","0.36%"
"04/23/2019","93.009","93.009","93.009","93.009","-0.03%"
"04/22/2019","93.035","93.035","93.035","93.035","-0.29%"
"04/19/2019","93.308","93.308","93.308","93.308","-0.05%"
"04/18/2019","93.351","93.351","93.351","93.351","-0.04%"
"04/17/2019","93.389","93.389","93.389","93.389","-0.04%"
"04/16/2019","93.425","93.425","93.425","93.425","0.01%"
"04/15/2019","93.413","93.413","93.413","93.413","0.07%"
"04/12/2019","93.343","93.343","93.343","93.343","-0.21%"
"04/11/2019","93.535","93.535","93.535","93.535","-0.03%"
"04/10/2019","93.563","93.563","93.563","93.563","0.04%"
"04/09/2019","93.524","93.524","93.524","93.524","0.10%"
"04/08/2019","93.429","93.429","93.429","93.429","-0.37%"
"04/05/2019","93.777","93.777","93.777","93.777","-0.21%"
"04/04/2019","93.979","93.979","93.979","93.979","-0.42%"
"04/03/2019","94.372","94.372","94.372","94.372","0.01%"
"04/02/2019","94.365","94.365","94.365","94.365","0.51%"
"04/01/2019","93.884","93.884","93.884","93.884","-0.03%"
"03/29/2019","93.914","93.914","93.914","93.914","-0.02%"
"03/28/2019","93.936","93.936","93.936","93.936","0.04%"
"03/27/2019","93.899","93.899","93.899","93.899","0.05%"
"03/26/2019","93.852","93.852","93.852","93.852","-0.13%"
"03/25/2019","93.972","93.972","93.972","93.972","0.17%"
"03/22/2019","93.814","93.814","93.814","93.814","0.21%"
"03/21/2019","93.621","93.621","93.621","93.621","-0.05%"
"03/20/2019","93.669","93.669","93.669","93.669","0.09%"
"03/19/2019","93.587","93.587","93.587","93.587","-0.31%"
"03/18/2019","93.877","93.877","93.877","93.877","0.18%"
"03/15/2019","93.713","93.713","93.713","93.713","-0.04%"
"03/14/2019","93.755","93.755","93.755","93.755","0.11%"
"03/13/2019","93.652","93.652","93.652","93.652","-0.20%"
"03/12/2019","93.843","93.843","93.843","93.843","-0.07%"
"03/11/2019","93.908","93.908","93.908","93.908","0.33%"
"03/08/2019","93.602","93.602","93.602","93.602","-0.03%"
"03/07/2019","93.629","93.629","93.629","93.629","0.34%"
"03/06/2019","93.313","93.313","93.313","93.313","-0.02%"
"03/05/2019","93.327","93.327","93.327","93.327","0.04%"
"03/04/2019","93.293","93.293","93.293","93.293","-0.15%"
"03/01/2019","93.430","93.430","93.430","93.430","0.52%"
"02/28/2019","92.946","92.946","92.946","92.946","0.22%"
"02/27/2019","92.742","92.742","92.742","92.742","-0.35%"
"02/26/2019","93.070","93.070","93.070","93.070","-0.11%"
"02/25/2019","93.173","93.173","93.173","93.173","0.13%"
"02/22/2019","93.053","93.053","93.053","93.053","-0.36%"
"02/21/2019","93.391","93.391","93.391","93.391","0.03%"
"02/20/2019","93.364","93.364","93.364","93.364","0.23%"
"02/19/2019","93.153","93.153","93.153","93.153","-0.11%"
"02/18/2019","93.255","93.255","93.255","93.255","0.04%"
"02/15/2019","93.214","93.214","93.214","93.214","-0.28%"
"02/14/2019","93.477","93.477","93.477","93.477","-0.28%"
"02/13/2019","93.742","93.742","93.742","93.742","0.40%"
"02/12/2019","93.367","93.367","93.367","93.367","0.01%"
"02/11/2019","93.359","93.359","93.359","93.359","0.02%"
"02/08/2019","93.342","93.342","93.342","93.342","0.23%"
"02/07/2019","93.131","93.131","93.131","93.131","0.02%"
"02/06/2019","93.115","93.115","93.115","93.115","0.39%"
"02/05/2019","92.757","92.757","92.757","92.757","0.02%"
"02/04/2019","92.739","92.739","92.739","92.739","-0.13%"
"02/01/2019","92.862","92.862","92.862","92.862","-0.70%"
"01/31/2019","93.519","93.519","93.519","93.519","0.49%"
"01/30/2019","93.060","93.060","93.060","93.060","-0.16%"
"01/29/2019","93.206","93.206","93.206","93.206","-0.06%"
"01/28/2019","93.259","93.259","93.259","93.259","0.21%"
"01/25/2019","93.066","93.066","93.066","93.066","0.13%"
"01/24/2019","92.945","92.945","92.945","92.945","0.16%"
"01/23/2019","92.796","92.796","92.796","92.796","-0.23%"
"01/22/2019","93.014","93.014","93.014","93.014","0.21%"
"01/21/2019","92.816","92.816","92.816","92.816","0.15%"
"01/18/2019","92.679","92.679","92.679","92.679","-0.60%"
"01/17/2019","93.237","93.237","93.237","93.237","0.12%"
"01/16/2019","93.124","93.124","93.124","93.124","-0.36%"
"01/15/2019","93.460","93.460","93.460","93.460","-0.26%"
"01/14/2019","93.703","93.703","93.703","93.703","0.14%"
"01/11/2019","93.572","93.572","93.572","93.572","-0.09%"
"01/10/2019","93.653","93.653","93.653","93.653","0.16%"
"01/09/2019","93.500","93.500","93.500","93.500","0.20%"
"01/08/2019","93.314","93.314","93.314","93.314","0.06%"
"01/07/2019","93.257","93.257","93.257","93.257","-0.18%"
"01/04/2019","93.423","93.423","93.423","93.423","-0.23%"
"01/03/2019","93.642","93.642","93.642","93.642","-0.40%"
"01/02/2019","94.019","94.019","94.019","94.019","0.41%"
"01/01/2019","93.631","93.631","93.631","93.631","-0.52%"
"12/31/2018","94.118","94.118","94.118","94.118","0.12%"
"12/28/2018","94.004","94.004","94.004","94.004","-0.56%"
"12/27/2018","94.530","94.530","94.530","94.530","0.00%"
"12/26/2018","94.531","94.531","94.531","94.531","0.24%"
"12/25/2018","94.307","94.307","94.307","94.307","-0.07%"
"12/24/2018","94.373","94.373","94.373","94.373","-0.05%"
"12/21/2018","94.423","94.423","94.423","94.423","-0.12%"
"12/20/2018","94.535","94.535","94.535","94.535","-0.16%"
"12/19/2018","94.690","94.690","94.690","94.690","0.63%"
"12/18/2018","94.096","94.096","94.096","94.096","0.51%"
"12/17/2018","93.615","93.615","93.615","93.615","-0.07%"
"12/14/2018","93.676","93.676","93.676","93.676","-0.06%"
"12/13/2018","93.732","93.732","93.732","93.732","-0.25%"
"12/12/2018","93.967","93.967","93.967","93.967","0.89%"
"12/11/2018","93.141","93.141","93.141","93.141","0.25%"
"12/10/2018","92.905","92.905","92.905","92.905","-0.83%"
"12/07/2018","93.681","93.681","93.681","93.681","-0.35%"
"12/06/2018","94.013","94.013","94.013","94.013","0.20%"
"12/05/2018","93.823","93.823","93.823","93.823","0.97%"
"12/04/2018","92.921","92.921","92.921","92.921","1.58%"
"12/03/2018","91.472","91.472","91.472","91.472","-0.21%"
"11/30/2018","91.669","91.669","91.669","91.669","-0.14%"
"11/29/2018","91.794","91.794","91.794","91.794","0.35%"
"11/28/2018","91.471","91.471","91.471","91.471","0.33%"
"11/27/2018","91.170","91.170","91.170","91.170","0.03%"
"11/26/2018","91.145","91.145","91.145","91.145","0.10%"
"11/23/2018","91.057","91.057","91.057","91.057","-0.18%"
"11/22/2018","91.225","91.225","91.225","91.225","0.41%"
"11/21/2018","90.856","90.856","90.856","90.856","-0.01%"
"11/20/2018","90.866","90.866","90.866","90.866","0.01%"
"11/19/2018","90.853","90.853","90.853","90.853","0.24%"
"11/16/2018","90.636","90.636","90.636","90.636","-0.41%"
"11/15/2018","91.011","91.011","91.011","91.011","-0.25%"
"11/14/2018","91.238","91.238","91.238","91.238","0.22%"
"11/13/2018","91.037","91.037","91.037","91.037","0.42%"
"11/12/2018","90.659","90.659","90.659","90.659","-0.29%"
"11/09/2018","90.924","90.924","90.924","90.924","0.15%"
"11/08/2018","90.785","90.785","90.785","90.785","0.02%"
"11/07/2018","90.767","90.767","90.767","90.767","-0.02%"
"11/06/2018","90.785","90.785","90.785","90.785","0.02%"
"11/05/2018","90.763","90.763","90.763","90.763","0.02%"
"11/02/2018","90.743","90.743","90.743","90.743","0.34%"
"11/01/2018","90.433","90.433","90.433","90.433","0.34%"
"10/31/2018","90.131","90.131","90.131","90.131","0.00%"
"10/30/2018","90.133","90.133","90.133","90.133","-1.13%"
"10/29/2018","91.163","91.163","91.163","91.163","0.37%"
"10/26/2018","90.827","90.827","90.827","90.827","0.00%"
"10/25/2018","90.827","90.827","90.827","90.827","-0.08%"
"10/24/2018","90.899","90.899","90.899","90.899","0.20%"
"10/23/2018","90.721","90.721","90.721","90.721","0.18%"
"10/22/2018","90.561","90.561","90.561","90.561","0.01%"
"10/19/2018","90.548","90.548","90.548","90.548","-0.15%"
"10/17/2018","90.684","90.684","90.684","90.684","-0.49%"
"10/16/2018","91.130","91.130","91.130","91.130","0.29%"
"10/15/2018","90.869","90.869","90.869","90.869","0.11%"
"10/12/2018","90.771","90.771","90.771","90.771","0.26%"
"10/11/2018","90.535","90.535","90.535","90.535","-0.90%"
"10/10/2018","91.359","91.359","91.359","91.359","0.39%"
"10/09/2018","91.008","91.008","91.008","91.008","-0.60%"
"10/08/2018","91.553","91.553","91.553","91.553","0.40%"
"10/05/2018","91.189","91.189","91.189","91.189","1.31%"
"10/04/2018","90.008","90.008","90.008","90.008","-0.25%"
"10/03/2018","90.233","90.233","90.233","90.233","-0.37%"
"10/01/2018","90.567","90.567","90.567","90.567","0.20%"
"09/28/2018","90.387","90.387","90.387","90.387","0.07%"
"09/27/2018","90.327","90.327","90.327","90.327","0.39%"
"09/26/2018","89.974","89.974","89.974","89.974","-1.08%"
"09/25/2018","90.955","90.955","90.955","90.955","0.10%"
"09/24/2018","90.861","90.861","90.861","90.861","-0.13%"
"09/21/2018","90.982","90.982","90.982","90.982","-0.03%"
"09/19/2018","91.013","91.013","91.013","91.013","0.29%"
"09/18/2018","90.748","90.748","90.748","90.748","0.02%"
"09/17/2018","90.734","90.734","90.734","90.734","0.06%"
"09/14/2018","90.679","90.679","90.679","90.679","0.22%"
"09/12/2018","90.478","90.478","90.478","90.478","0.18%"
"09/11/2018","90.319","90.319","90.319","90.319","0.13%"
"09/10/2018","90.201","90.201","90.201","90.201","-0.76%"
"09/07/2018","90.891","90.891","90.891","90.891","-0.04%"
"09/06/2018","90.929","90.929","90.929","90.929","-0.18%"
"09/05/2018","91.096","91.096","91.096","91.096","-0.08%"
"09/04/2018","91.168","91.168","91.168","91.168","-0.49%"
"09/03/2018","91.617","91.617","91.617","91.617","0.06%"
"08/31/2018","91.563","91.563","91.563","91.563","-0.26%"
"08/30/2018","91.802","91.802","91.802","91.802","0.03%"
"08/29/2018","91.770","91.770","91.770","91.770","-0.11%"
"08/28/2018","91.868","91.868","91.868","91.868","-0.03%"
"08/27/2018","91.900","91.900","91.900","91.900","-0.01%"
"08/24/2018","91.909","91.909","91.909","91.909","-0.04%"
"08/23/2018","91.948","91.948","91.948","91.948","-0.17%"
"08/21/2018","92.105","92.105","92.105","92.105","0.15%"
"08/20/2018","91.971","91.971","91.971","91.971","0.46%"
"08/17/2018","91.546","91.546","91.546","91.546","0.31%"
"08/16/2018","91.265","91.265","91.265","91.265","-0.31%"
"08/14/2018","91.549","91.549","91.549","91.549","-0.05%"
"08/13/2018","91.592","91.592","91.592","91.592","-0.42%"
"08/10/2018","91.978","91.978","91.978","91.978","0.03%"
"08/09/2018","91.946","91.946","91.946","91.946","0.08%"
"08/08/2018","91.872","91.872","91.872","91.872","-0.01%"
"08/07/2018","91.883","91.883","91.883","91.883","0.16%"
"08/06/2018","91.734","91.734","91.734","91.734","-0.08%"
"08/03/2018","91.803","91.803","91.803","91.803","-0.29%"
"08/02/2018","92.071","92.071","92.071","92.071","-0.03%"
"08/01/2018","92.102","92.102","92.102","92.102","-0.29%"
"07/31/2018","92.367","92.367","92.367","92.367","0.27%"
"07/30/2018","92.116","92.116","92.116","92.116","0.29%"
"07/27/2018","91.851","91.851","91.851","91.851","-0.09%"
"07/26/2018","91.935","91.935","91.935","91.935","-0.04%"
"07/25/2018","91.973","91.973","91.973","91.973","-0.17%"
"07/24/2018","92.132","92.132","92.132","92.132","0.06%"
"07/23/2018","92.081","92.081","92.081","92.081","-0.39%"
"07/20/2018","92.438","92.438","92.438","92.438","1.44%"
"07/19/2018","91.130","91.130","91.130","91.130","-1.36%"
"07/18/2018","92.386","92.386","92.386","92.386","-0.01%"
"07/17/2018","92.399","92.399","92.399","92.399","0.21%"
"07/16/2018","92.203","92.203","92.203","92.203","-0.13%"
"07/13/2018","92.320","92.320","92.320","92.320","-0.08%"
"07/12/2018","92.394","92.394","92.394","92.394","0.60%"
"07/11/2018","91.846","91.846","91.846","91.846","0.32%"
"07/10/2018","91.549","91.549","91.549","91.549","-0.06%"
"07/09/2018","91.602","91.602","91.602","91.602","-0.15%"
"07/06/2018","91.744","91.744","91.744","91.744","-0.29%"
"07/05/2018","92.015","92.015","92.015","92.015","-0.22%"
"07/04/2018","92.220","92.220","92.220","92.220","0.18%"
"07/03/2018","92.055","92.055","92.055","92.055","1.96%"
"07/02/2018","90.287","90.287","90.287","90.287","-0.15%"
"06/29/2018","90.420","90.420","90.420","90.420","0.01%"
"06/28/2018","90.412","90.412","90.412","90.412","-0.05%"
"06/27/2018","90.453","90.453","90.453","90.453","-0.24%"
"06/26/2018","90.668","90.668","90.668","90.668","-0.05%"
"06/25/2018","90.717","90.717","90.717","90.717","-0.07%"
"06/22/2018","90.780","90.780","90.780","90.780","-0.26%"
"06/21/2018","91.015","91.015","91.015","91.015","0.42%"
"06/20/2018","90.634","90.634","90.634","90.634","0.17%"
"06/19/2018","90.477","90.477","90.477","90.477","-0.06%"
"06/18/2018","90.530","90.530","90.530","90.530","0.01%"
"06/15/2018","90.524","90.524","90.524","90.524","0.24%"
"06/14/2018","90.303","90.303","90.303","90.303","0.15%"
"06/12/2018","90.171","90.171","90.171","90.171","0.03%"
"06/11/2018","90.144","90.144","90.144","90.144","-0.23%"
"06/08/2018","90.353","90.353","90.353","90.353","-1.31%"
"06/07/2018","91.553","91.553","91.553","91.553","0.16%"
"06/01/2018","91.403","91.403","91.403","91.403","-0.20%"
"05/31/2018","91.588","91.588","91.588","91.588","-0.50%"
"05/30/2018","92.049","92.049","92.049","92.049","-0.06%"
"05/29/2018","92.107","92.107","92.107","92.107","-0.10%"
"05/28/2018","92.197","92.197","92.197","92.197","0.56%"
"05/25/2018","91.684","91.684","91.684","91.684","0.50%"
"05/24/2018","91.228","91.228","91.228","91.228","-0.22%"
"05/23/2018","91.425","91.425","91.425","91.425","-0.16%"
"05/22/2018","91.575","91.575","91.575","91.575","0.00%"
"05/21/2018","91.575","91.575","91.575","91.575","-0.15%"
"05/18/2018","91.713","91.713","91.713","91.713","0.38%"
"05/17/2018","91.365","91.365","91.365","91.365","-0.63%"
"05/16/2018","91.946","91.946","91.946","91.946","-3.20%"
"05/15/2018","94.989","94.989","94.989","94.989","-0.54%"
"05/14/2018","95.507","95.507","95.507","95.507","0.03%"
"05/11/2018","95.478","95.478","95.478","95.478","0.04%"
"05/10/2018","95.443","95.443","95.443","95.443","-0.03%"
"05/09/2018","95.471","95.471","95.471","95.471","-0.88%"
"05/08/2018","96.320","96.320","96.320","96.320","0.26%"
"05/07/2018","96.070","96.070","96.070","96.070","0.68%"
"05/04/2018","95.425","95.425","95.425","95.425","0.03%"
"05/03/2018","95.395","95.395","95.395","95.395","-0.04%"
"05/02/2018","95.430","95.430","95.430","95.430","3.08%"
"04/27/2018","92.582","92.582","92.582","92.582","0.01%"
"04/26/2018","92.576","92.576","92.576","92.576","-0.03%"
"04/25/2018","92.608","92.608","92.608","92.608","-0.10%"
"04/24/2018","92.705","92.705","92.705","92.705","0.00%"
"04/23/2018","92.703","92.703","92.703","92.703","-0.55%"
"04/20/2018","93.215","93.215","93.215","93.215","-0.09%"
"04/19/2018","93.299","93.299","93.299","93.299","-1.29%"
"04/18/2018","94.518","94.518","94.518","94.518","0.33%"
"04/17/2018","94.209","94.209","94.209","94.209","0.65%"
"04/16/2018","93.597","93.597","93.597","93.597","-0.45%"
"04/13/2018","94.023","94.023","94.023","94.023","-0.51%"
"04/12/2018","94.509","94.509","94.509","94.509","0.00%"
"04/11/2018","94.508","94.508","94.508","94.508","-0.32%"
"04/10/2018","94.816","94.816","94.816","94.816","0.05%"
"04/09/2018","94.771","94.771","94.771","94.771","-0.39%"
"04/06/2018","95.144","95.144","95.144","95.144","-1.18%"
"04/05/2018","96.277","96.277","96.277","96.277","0.65%"
"04/04/2018","95.655","95.655","95.655","95.655","0.60%"
"04/03/2018","95.088","95.088","95.088","95.088","0.16%"
"04/02/2018","94.940","94.940","94.940","94.940","0.00%"
"03/28/2018","94.941","94.941","94.941","94.941","-0.45%"
"03/27/2018","95.370","95.370","95.370","95.370","2.18%"
"03/26/2018","93.331","93.331","93.331","93.331","0.30%"
"03/23/2018","93.052","93.052","93.052","93.052","-0.24%"
"03/22/2018","93.274","93.274","93.274","93.274","0.18%"
"03/21/2018","93.111","93.111","93.111","93.111","0.25%"
"03/20/2018","92.880","92.880","92.880","92.880","0.28%"
"03/19/2018","92.625","92.625","92.625","92.625","-0.76%"
"03/16/2018","93.337","93.337","93.337","93.337","0.26%"
"03/15/2018","93.092","93.092","93.092","93.092","0.46%"
"03/14/2018","92.665","92.665","92.665","92.665","0.64%"
"03/13/2018","92.078","92.078","92.078","92.078","-0.47%"
"03/12/2018","92.513","92.513","92.513","92.513","-1.38%"
"03/09/2018","93.810","93.810","93.810","93.810","0.58%"
"03/08/2018","93.265","93.265","93.265","93.265","-0.63%"
"03/07/2018","93.858","93.858","93.858","93.858","0.60%"
"03/06/2018","93.301","93.301","93.301","93.301","0.70%"
"03/05/2018","92.657","92.657","92.657","92.657","0.07%"
"03/01/2018","92.589","92.589","92.589","92.589","-1.97%"
"02/28/2018","94.451","94.451","94.451","94.451","-0.38%"
"02/27/2018","94.812","94.812","94.812","94.812","0.37%"
"02/26/2018","94.461","94.461","94.461","94.461","-0.10%"
"02/23/2018","94.555","94.555","94.555","94.555","1.24%"
"02/22/2018","93.393","93.393","93.393","93.393","-0.24%"
"02/21/2018","93.616","93.616","93.616","93.616","-0.43%"
"02/20/2018","94.016","94.016","94.016","94.016","-0.59%"
"02/19/2018","94.570","94.570","94.570","94.570","0.00%"
"02/16/2018","94.570","94.570","94.570","94.570","0.24%"
"02/15/2018","94.340","94.340","94.340","94.340","-0.50%"
"02/14/2018","94.812","94.812","94.812","94.812","0.21%"
"02/12/2018","94.618","94.618","94.618","94.618","0.24%"
"02/09/2018","94.393","94.393","94.393","94.393","-0.91%"
"02/08/2018","95.261","95.261","95.261","95.261","1.61%"
"02/07/2018","93.749","93.749","93.749","93.749","0.20%"
"02/06/2018","93.563","93.563","93.563","93.563","0.13%"
"02/05/2018","93.438","93.438","93.438","93.438","-0.20%"
"02/02/2018","93.622","93.622","93.622","93.622","-0.06%"
"02/01/2018","93.680","93.680","93.680","93.680","-0.72%"
"01/31/2018","94.362","94.362","94.362","94.362","-0.06%"
"01/30/2018","94.423","94.423","94.423","94.423","-0.40%"
"01/29/2018","94.798","94.798","94.798","94.798","-0.26%"
"01/25/2018","95.049","95.049","95.049","95.049","0.07%"
"01/24/2018","94.982","94.982","94.982","94.982","0.00%"
"01/23/2018","94.982","94.982","94.982","94.982","0.07%"
"01/22/2018","94.918","94.918","94.918","94.918","-0.07%"
"01/19/2018","94.980","94.980","94.980","94.980","0.14%"
"01/18/2018","94.851","94.851","94.851","94.851","-0.20%"
"01/17/2018","95.039","95.039","95.039","95.039","0.33%"
"01/16/2018","94.723","94.723","94.723","94.723","-0.53%"
"01/15/2018","95.227","95.227","95.227","95.227","0.13%"
"01/12/2018","95.100","95.100","95.100","95.100","0.00%"
"01/11/2018","95.098","95.098","95.098","95.098","0.00%"
"01/10/2018","95.097","95.097","95.097","95.097","-0.33%"
"01/09/2018","95.413","95.413","95.413","95.413","-0.07%"
"01/08/2018","95.476","95.476","95.476","95.476","0.13%"
"01/05/2018","95.348","95.348","95.348","95.348","0.07%"
"01/04/2018","95.282","95.282","95.282","95.282","0.00%"
"01/03/2018","95.282","95.282","95.282","95.282","0.00%"
"01/02/2018","95.281","95.281","95.281","95.281","0.07%"
"01/01/2018","95.216","95.216","95.216","95.216","-0.07%"
"12/29/2017","95.279","95.279","95.279","95.279","0.07%"
"12/28/2017","95.213","95.213","95.213","95.213","-0.27%"
"12/27/2017","95.468","95.468","95.468","95.468","-0.07%"
"12/26/2017","95.531","95.531","95.531","95.531","0.07%"
"12/22/2017","95.466","95.466","95.466","95.466","0.00%"
"12/21/2017","95.463","95.463","95.463","95.463","-0.20%"
"12/20/2017","95.655","95.655","95.655","95.655","-0.13%"
"12/19/2017","95.782","95.782","95.782","95.782","0.13%"
"12/18/2017","95.654","95.654","95.654","95.654","-0.07%"
"12/15/2017","95.717","95.717","95.717","95.717","0.07%"
"12/14/2017","95.651","95.651","95.651","95.651","0.07%"
"12/13/2017","95.586","95.586","95.586","95.586","-0.13%"
"12/12/2017","95.714","95.714","95.714","95.714","-0.13%"
"12/11/2017","95.842","95.842","95.842","95.842","-0.40%"
"12/08/2017","96.229","96.229","96.229","96.229","0.00%"
"12/07/2017","96.227","96.227","96.227","96.227","0.00%"
"12/06/2017","96.227","96.227","96.227","96.227","0.14%"
"12/05/2017","96.097","96.097","96.097","96.097","0.00%"
"12/04/2017","96.096","96.096","96.096","96.096","-0.62%"
"12/01/2017","96.694","96.694","96.694","96.694","0.55%"
"11/30/2017","96.161","96.161","96.161","96.161","-0.07%"
"11/29/2017","96.224","96.224","96.224","96.224","0.14%"
"11/28/2017","96.094","96.094","96.094","96.094","-0.07%"
"11/27/2017","96.158","96.158","96.158","96.158","-0.13%"
"11/24/2017","96.287","96.287","96.287","96.287","-0.07%"
"11/23/2017","96.351","96.351","96.351","96.351","-0.13%"
"11/22/2017","96.481","96.481","96.481","96.481","-0.34%"
"11/21/2017","96.807","96.807","96.807","96.807","0.00%"
"11/20/2017","96.807","96.807","96.807","96.807","0.34%"
"11/17/2017","96.480","96.480","96.480","96.480","0.41%"
"11/16/2017","96.089","96.089","96.089","96.089","-0.40%"
"11/15/2017","96.478","96.478","96.478","96.478","0.07%"
"11/14/2017","96.413","96.413","96.413","96.413","-0.34%"
"11/13/2017","96.739","96.739","96.739","96.739","0.07%"
"11/10/2017","96.674","96.674","96.674","96.674","-0.20%"
"11/09/2017","96.869","96.869","96.869","96.869","0.07%"
"11/08/2017","96.804","96.804","96.804","96.804","-0.07%"
"11/07/2017","96.869","96.869","96.869","96.869","0.00%"
"11/06/2017","96.869","96.869","96.869","96.869","-0.14%"
"11/03/2017","97.000","97.000","97.000","97.000","0.00%"
"11/02/2017","96.999","96.999","96.999","96.999","0.07%"
"11/01/2017","96.933","96.933","96.933","96.933","0.00%"
"10/31/2017","96.933","96.933","96.933","96.933","0.00%"
"10/30/2017","96.933","96.933","96.933","96.933","-0.34%"
"10/27/2017","97.263","97.263","97.263","97.263","-0.07%"
"10/26/2017","97.329","97.329","97.329","97.329","0.07%"
"10/25/2017","97.262","97.262","97.262","97.262","-0.07%"
"10/24/2017","97.328","97.328","97.328","97.328","-0.07%"
"10/23/2017","97.395","97.395","97.395","97.395","-0.20%"
"10/18/2017","97.594","97.594","97.594","97.594","0.00%"
"10/17/2017","97.594","97.594","97.594","97.594","0.00%"
"10/16/2017","97.594","97.594","97.594","97.594","0.00%"
"10/13/2017","97.594","97.594","97.594","97.594","0.14%"
"10/12/2017","97.461","97.461","97.461","97.461","-0.07%"
"10/11/2017","97.527","97.527","97.527","97.527","-0.20%"
"10/10/2017","97.727","97.727","97.727","97.727","0.34%"
"10/09/2017","97.394","97.394","97.394","97.394","-0.71%"
"10/06/2017","98.092","98.092","98.092","98.092","-0.22%"
"10/05/2017","98.305","98.305","98.305","98.305","0.23%"
"10/04/2017","98.078","98.078","98.078","98.078","-0.43%"
"10/03/2017","98.506","98.506","98.506","98.506","0.51%"
"09/29/2017","98.010","98.010","98.010","98.010","-0.41%"
"09/28/2017","98.412","98.412","98.412","98.412","-0.73%"
"09/27/2017","99.132","99.132","99.132","99.132","0.01%"
"09/26/2017","99.120","99.120","99.120","99.120","0.82%"
"09/25/2017","98.309","98.309","98.309","98.309","0.82%"
"09/22/2017","97.514","97.514","97.514","97.514","0.37%"
"09/21/2017","97.153","97.153","97.153","97.153","-1.01%"
"09/20/2017","98.145","98.145","98.145","98.145","-0.86%"
"09/19/2017","99.000","99.000","99.000","99.000","0.18%"
"09/18/2017","98.826","98.826","98.826","98.826","0.26%"
"09/15/2017","98.573","98.573","98.573","98.573","-0.31%"
"09/14/2017","98.877","98.877","98.877","98.877","-0.09%"
"09/13/2017","98.966","98.966","98.966","98.966","-0.13%"
"09/12/2017","99.098","99.098","99.098","99.098","0.17%"
"09/11/2017","98.933","98.933","98.933","98.933","0.07%"
"09/08/2017","98.862","98.862","98.862","98.862","-0.67%"
"09/07/2017","99.526","99.526","99.526","99.526","0.46%"
"09/06/2017","99.069","99.069","99.069","99.069","-0.85%"
"09/05/2017","99.920","99.920","99.920","99.920","-0.05%"
"09/04/2017","99.974","99.974","99.974","99.974","0.41%"
"09/01/2017","99.570","99.570","99.570","99.570","0.33%"
"08/31/2017","99.239","99.239","99.239","99.239","-0.76%"
"08/30/2017","100.002","100.002","100.002","100.002","-0.01%"
"08/29/2017","100.014","100.014","100.014","100.014","0.03%"
"08/28/2017","99.987","99.987","99.987","99.987","-0.01%"
"08/24/2017","99.998","99.998","99.998","99.998","-0.11%"
"08/23/2017","100.104","100.104","100.104","100.104","0.13%"
"08/22/2017","99.970","99.970","99.970","99.970","-0.03%"
"08/21/2017","99.995","99.995","99.995","99.995","-0.14%"
